상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,엑스좌표_값,와이좌표_값,자치구_코드,자치구_코드_명,행정동_코드,행정동_코드_명,영역_면적,TRDAR_CD,총_유동인구_수,야간_유동인구_17_24,야간_비율,주말_평균,주중_평균,주말_프리미엄,남성_유동인구_수,여성_유동인구_수,연령대_20_유동인구_수,연령대_30_유동인구_수,연령대_40_유동인구_수,총_매출,총_상주인구,평균_소득,총_인구,인당_매출효율,야간_매출효율,주류친화_지수,타겟연령_비율,성비_균형도,야간_유동인구_17_24_점수,총_매출_점수,주류친화_지수_점수
D,발달상권,3120029,을지로2가,198759,451740,11140,중구,11140550,명동,56876,3120029,208591,55755,0.2672934115086461,22217.0,32830.8,0.6767121117974584,98773,109817,47057,49839,46068,4858642208.0,684.0,1646687.0,209275.0,23216.5438203321,87142.71738857501,0.031060891624171028,0.6853795226064403,0.947054283262461,2.0,4.0,1.0
D,발달상권,3120149,여의도역(여의도),193481,447024,11560,영등포구,11560540,여의동,598658,3120149,1650368,417519,0.2529853947725598,141179.0,273602.2,0.516000967828475,893960,756408,281222,444081,408158,185093834156.0,124948.0,5980022.0,1775316.0,104259.65527038567,443318.3499577265,-0.041808376005074116,0.6867928849808043,0.9166537402567185,5.0,5.0,1.0
D,발달상권,3120150,63빌딩,194670,446691,11560,영등포구,11560540,여의동,40709,3120150,62221,15678,0.25197280660870125,6660.5,9779.8,0.6810466471706988,32633,29588,6691,11801,13150,25428313877.0,28072.0,4949725.0,90293.0,281619.9913282314,1621910.5674830973,0.023602342833500295,0.5085421320775944,0.9510615387087961,1.0,5.0,1.0
D,발달상권,3120151,보라매공원,193370,443533,11590,동작구,11590680,신대방2동,119689,3120151,1329288,359923,0.2707637472090322,168658.0,198394.2,0.8501155779755658,635359,693929,215415,259589,240912,30380441740.0,205692.0,4057470.0,1534980.0,19792.076600346583,84408.16991412052,0.10250447951564562,0.5385710244882975,0.9559388183749495,4.0,5.0,1.0
D,발달상권,3120152,신대방삼거리역,193572,444444,11590,동작구,11590660,대방동,112198,3120152,766867,259307,0.338138164766511,114401.5,107612.6,1.0630864787208931,352903,413963,148714,140322,115296,35580556195.0,122196.0,2812924.0,889063.0,40020.28674570868,137214.0211988107,0.22811749034826384,0.5272517920317343,0.920377327489643,4.0,5.0,5.0
D,발달상권,3120153,노량진역(노량진),194719,446060,11590,동작구,11590510,노량진1동,443826,3120153,1690033,540307,0.31970204132108665,228098.0,246767.6,0.9243433902992126,913535,776497,645615,351399,190432,1041941643266.0,98780.0,2771883.0,1788813.0,582476.5603033968,1928425.2161567404,0.16155858091233705,0.7026170494895662,0.9189140093714147,5.0,5.0,2.0
D,발달상권,3120036,장충동족발거리(남소영길),200486,451165,11140,중구,11140580,장충동,88202,3120036,255892,70404,0.27513169618432776,31914.5,38412.6,0.8308341533767566,127566,128326,67389,50085,42236,6293845782.0,13204.0,2898774.0,269096.0,23388.84926568957,89396.13916822909,0.09741267906129929,0.6241304925515452,0.9970299970299971,2.0,4.0,1.0
D,발달상권,3120037,동대문역사문화공원역,200652,451769,11140,중구,11140590,광희동,370638,3120037,3861703,1210965,0.31358315230353034,456739.5,589645.2,0.7746005564023926,1840012,2021692,876508,865421,686134,85978826324.0,86044.0,2458929.0,3947747.0,21779.213896939193,71000.25708752936,0.09799011394307523,0.6287544640279172,0.9529533990573589,5.0,5.0,1.0
D,발달상권,3120038,약수역,200886,450529,11140,중구,11140625,다산동,136837,3120038,1021957,319293,0.31243291058234346,140603.5,148149.6,0.949064324169623,485639,536318,153908,191794,164939,34106086265.0,94952.0,2708006.0,1116909.0,30536.137021905994,106817.51953534842,0.1670854760172553,0.4996697512713353,0.9504098509037073,4.0,5.0,2.0
D,발달상권,3120039,신당역,201389,451766,11140,중구,11140615,신당동,198976,3120039,2050227,654435,0.31920123966760755,256904.5,307283.4,0.8360506945705495,976746,1073480,332060,420434,362175,29817994993.0,141764.0,3403563.0,2191991.0,13603.155757938786,45562.95887750502,0.12594102162878432,0.5436807729095363,0.9528179074804888,5.0,5.0,1.0
D,발달상권,3120040,용산전자상가(용산역),196602,448198,11170,용산구,11170625,한강로동,365025,3120040,1058508,311253,0.29404879320704236,135698.5,157422.0,0.8620046753312751,579707,478802,177277,244959,218561,530415830637.0,59180.0,3440402.0,1117688.0,474565.2012341548,1704130.8216691888,0.12123114605673546,0.605377569182283,0.9046724257161968,4.0,5.0,1.0
D,발달상권,3120041,신용산역(용산역),196759,447723,11170,용산구,11170625,한강로동,1031423,3120041,2112846,613948,0.29057867918437974,264695.0,316691.0,0.8358147216056029,1082666,1030180,447263,537340,413207,44004919071.0,263972.0,4862009.0,2376818.0,18514.214833024656,71675.31952380332,0.108673096152869,0.6615768494248989,0.9751586249068791,5.0,5.0,1.0
D,발달상권,3120208,청담사거리(청담동명품거리),204217,447261,11680,강남구,11680565,청담동,331337,3120208,1315286,366760,0.27884429698179714,169124.0,195407.0,0.8654961183580936,600313,714972,227268,293719,283105,125642948232.0,145528.0,4085253.0,1460814.0,86008.8609720334,342575.3850801614,0.1135050255323157,0.6113438446087011,0.9128258036655146,4.0,5.0,1.0
D,발달상권,3120209,"강남구청(청담역_8번, 강남세무서)",204377,446586,11680,강남구,11680565,청담동,134148,3120209,808619,232780,0.2878735226355057,100466.5,121537.2,0.8266316814934028,373478,435142,99284,135290,172521,46838102355.0,57548.0,4707158.0,866167.0,54075.14065416946,201211.88398917433,0.10337678617866454,0.5034447619954515,0.9237415890549195,4.0,5.0,1.0
D,발달상권,3120210,선릉역,204364,445017,11680,강남구,11680630,대치4동,360434,3120210,5207031,1475264,0.28332153198242915,548697.5,821927.4,0.6675741677427958,2615913,2591118,883791,1195433,1106474,127742568156.0,205208.0,3481614.0,5412239.0,23602.536428269337,86589.63287655634,0.03702258628657579,0.6118069971160148,0.9952381693137605,5.0,5.0,1.0
D,발달상권,3120211,도성초등학교,204639,444576,11680,강남구,11680630,대치4동,72437,3120211,894544,295421,0.3302475898334794,124987.5,128913.4,0.9695462225028586,408234,486309,105237,108086,163937,23809866124.0,71068.0,4176833.0,965612.0,24657.798498775905,80596.38997904686,0.1859670429012311,0.42173442558443186,0.9127208946681215,4.0,5.0,3.0
D,발달상권,3120212,한티역,204740,444220,11680,강남구,11680630,대치4동,112734,3120212,1115502,387331,0.3472257333469595,169994.0,155102.6,1.096009995963962,531267,584236,98738,93121,204408,60943356969.0,65444.0,4127153.0,1180946.0,51605.540785946185,157341.80060206904,0.2467394383937605,0.35523647649219814,0.9525155490532513,4.0,5.0,5.0
D,발달상권,3120213,삼성중앙역,204752,445788,11680,강남구,11680590,삼성2동,228925,3120213,2108045,579991,0.27513217222592495,247188.5,322733.8,0.765920706167126,1050976,1057069,339712,525353,491321,34427067601.0,180860.0,3572474.0,2288905.0,15040.845994482077,59357.934176564806,0.07144758580240537,0.6434331335431644,0.9971096442438373,5.0,5.0,1.0
D,발달상권,3120214,영동대교남단교차로,204844,447175,11680,강남구,11680565,청담동,89136,3120214,354929,98217,0.2767229502238476,42652.0,53925.2,0.7909474605564746,173885,181043,45599,75767,78698,7377427875.0,27440.0,5402804.0,382369.0,19294.00101734189,75113.5534072513,0.08241275435689836,0.5636732980398896,0.979832586235557,2.0,4.0,1.0
D,발달상권,3120215,포스코사거리,204975,445263,11680,강남구,11680590,삼성2동,318626,3120215,3369769,885921,0.26290259065235627,327671.5,542885.0,0.6035744218388793,1800437,1569332,540740,827435,798776,85044737541.0,150724.0,4469794.0,3520493.0,24157.05344137881,95995.84787018255,-0.0008286768730345062,0.6430562451016673,0.9314181476534444,5.0,5.0,1.0
D,발달상권,3120216,경기고교사거리(경기고교앞사거리),205005,446809,11680,강남구,11680565,청담동,71695,3120216,174521,45756,0.26218048257802784,19513.0,27099.4,0.7200528424983579,88887,85634,22682,37913,38527,6964435932.0,9384.0,4913366.0,183905.0,37869.74759794459,152208.14607920274,0.045329426546159846,0.5679660327410455,0.9813604093490181,1.0,4.0,1.0
D,발달상권,3120217,대치사거리,205165,444843,11680,강남구,11680630,대치4동,159411,3120217,1255541,391274,0.3116377720839065,163313.0,185782.8,0.8790533892265593,684151,571389,139214,170612,221320,49227568510.0,166308.0,3792530.0,1421849.0,34622.219736413645,125813.54373150274,0.13860401894096758,0.4230415414550381,0.910188516344747,5.0,5.0,2.0
D,발달상권,3120218,코엑스,205226,445856,11680,강남구,11680580,삼성1동,145396,3120218,45735,11982,0.2619875368973434,5315.5,7021.2,0.757064319489546,22462,23273,9133,12443,10661,20930968123.0,1116.0,7010917.0,46851.0,446756.0590595718,1746867.6450509096,0.06001824993422443,0.7048649830545534,0.9822674100798076,1.0,5.0,1.0
D,발달상권,3120219,은마아파트,205359,444378,11680,강남구,11680630,대치4동,149660,3120219,1303199,481045,0.36912628079057763,206474.0,178050.4,1.159637945211019,662169,641030,101390,85957,193665,134111626533.0,51260.0,5082667.0,1354459.0,99014.9030225352,278792.26794374746,0.2853309465587542,0.29236670684983646,0.9837791465463064,5.0,5.0,5.0
D,발달상권,3120220,대치역,205508,443861,11680,강남구,11680600,대치1동,163253,3120220,540126,184616,0.34180172774500767,80176.5,75955.0,1.0555789612270423,248996,291130,35146,36670,104143,64564502021.0,56836.0,6241887.0,596962.0,108155.12883734643,349723.220203016,0.22731262113782152,0.32577398606991703,0.9219922758763696,3.0,5.0,5.0
D,발달상권,3120221,봉은사역,205516,446111,11680,강남구,11680580,삼성1동,124926,3120221,508533,130496,0.2566126485400161,51848.0,80968.0,0.6403517438988242,267182,241353,75767,118956,112859,17896429153.0,29376.0,4006812.0,537909.0,33270.36571799319,137141.59171928643,0.01010828668353933,0.6048417703472537,0.9492088025752508,3.0,5.0,1.0
D,발달상권,3120222,삼성역,205584,445468,11680,강남구,11680610,대치2동,356337,3120222,1015784,247898,0.2440459782788467,90096.5,167118.4,0.5391177751821463,546836,468948,179497,276827,224959,100977217793.0,27224.0,4017738.0,1043008.0,96813.464319545,407333.73320075194,-0.037925302959833485,0.6706967229253463,0.9233222811148827,4.0,5.0,1.0
D,발달상권,3120223,휘문고교사거리,205806,444988,11680,강남구,11680610,대치2동,133570,3120223,306702,76720,0.2501450919785329,28856.5,49798.6,0.5794640813195552,173729,132975,45369,72703,68384,54622194239.0,13272.0,5720607.0,319974.0,170708.22704032203,711968.1209462982,-0.018127312285058206,0.6079386505467849,0.8671218316150531,2.0,5.0,1.0
D,발달상권,3120224,수서역,209112,443153,11680,강남구,11680750,수서동,60183,3120224,236337,63359,0.2680875190934978,25952.0,36886.6,0.7035617270228213,112742,123595,23389,36782,41035,50395689171.0,23052.0,3868336.0,259389.0,194286.146178134,795399.0620274941,0.04227720226522719,0.42822748871315114,0.9540782865145957,2.0,5.0,1.0
D,발달상권,3120225,잠실새내역(신천),207301,445671,11710,송파구,11710650,잠실본동,238047,3120225,2593991,878321,0.3385983220450649,384382.5,365045.4,1.0529717673472943,1246486,1347505,481755,489462,493580,151263509852.0,181036.0,3158809.0,2775027.0,54508.842563333616,172218.93801013526,0.22434770016595662,0.5646885436379695,0.9610565341205887,5.0,5.0,5.0
D,발달상권,3120226,석촌고분역,208581,444877,11710,송파구,11710600,석촌동,129121,3120226,698870,215411,0.30822756735873624,104586.0,97939.8,1.0678600528079494,326221,372650,113072,150409,119590,32149834904.0,83284.0,3009121.0,782154.0,41104.22615495158,149248.80764677757,0.2120805615384215,0.5481291227266873,0.9335656130610843,4.0,5.0,4.0
D,발달상권,3120227,잠실역,208953,446061,11710,송파구,11710710,잠실6동,526867,3120227,1085773,307513,0.2832203416367878,126602.5,166513.4,0.7603141849244566,509566,576206,162777,226303,235833,300677437484.0,235844.0,5504997.0,1321617.0,227507.24111750984,977771.4681460621,0.07405787895185527,0.5755466382015394,0.9386243717609482,4.0,5.0,1.0
D,발달상권,3120228,석촌역(석촌호수),209420,445178,11710,송파구,11710580,송파1동,228150,3120228,2043495,653343,0.31971842358312597,300363.5,288553.8,1.0409272031766694,916311,1127183,365568,466876,344865,36450837045.0,189024.0,3179471.0,2232519.0,16327.223663046092,55791.27203475051,0.20820193542054335,0.576125216846628,0.8968081644437593,5.0,5.0,4.0
D,발달상권,3120034,중구청(퇴계로4가),199832,451557,11140,중구,11140590,광희동,95213,3120034,708484,199156,0.28110161979663617,73421.0,112328.4,0.6536281118577315,380270,328213,145489,151544,136410,4538439420.0,60312.0,4787854.0,768796.0,5903.307795566054,22788.36399606339,0.0301122166210743,0.6117893982080047,0.9265233936122763,3.0,4.0,1.0
D,발달상권,3120035,퇴계로5가,200172,451544,11140,중구,11140590,광희동,48951,3120035,599541,159929,0.266752398918506,63815.5,94382.0,0.6761405776525184,309887,289654,130035,129586,110783,2363771257.0,15932.0,2792732.0,615473.0,3840.576689797928,14780.129038510839,0.030507670412110943,0.6178126266593944,0.9662525165084623,3.0,3.0,1.0
D,발달상권,3120097,충정로역,196738,451218,11410,서대문구,11410565,충현동,59549,3120097,521325,133606,0.25628159017887114,52676.0,83194.8,0.6331645727857991,247812,273513,81576,124766,117491,3219273931.0,31036.0,4880648.0,552361.0,5828.206428404612,24095.279635645107,0.0070347832216423045,0.6211729727137583,0.9507006186160265,3.0,3.0,1.0
D,발달상권,3120098,DMC(디지털미디어시티),190266,453378,11440,마포구,11440740,상암동,347758,3120098,494477,131101,0.26513063297180656,43245.0,81597.2,0.5299814209311104,240246,254232,97028,123640,110966,39853255066.0,48348.0,3567709.0,542825.0,73418.23804356837,303988.9479561559,-0.02892905184447192,0.6706762903026834,0.9717155701883,3.0,5.0,1.0
D,발달상권,3120099,월드컵경기장역(월드컵경기장),190957,452186,11440,마포구,11440730,성산2동,269851,3120099,6681,2124,0.3179164795689268,1160.5,871.4,1.3317649759008492,3054,3627,970,1354,1244,2178870364.0,,,6681.0,326129.3764406526,1025833.5047080979,0.32345587810169574,0.5340517886543931,0.9142343960484958,1.0,3.0,5.0
D,발달상권,3120148,국회의사당역(국회의사당),192994,447676,11560,영등포구,11560540,여의동,353915,3120148,412104,89475,0.2171175237318735,39899.5,66461.4,0.6003409497843861,224781,187322,64822,115764,101686,70358914968.0,99144.0,5019334.0,511248.0,137621.8879447939,786352.7797485332,-0.029593105847121437,0.6849533127560034,0.9091030419505756,2.0,5.0,1.0
D,발달상권,3120232,송파나루역,209906,445634,11710,송파구,11710580,송파1동,60912,3120232,407026,132827,0.32633541837622165,62379.5,56453.6,1.10496939079173,191433,215593,75501,92394,67517,11596596102.0,38356.0,2723350.0,445382.0,26037.4153019206,87306.01535832323,0.23778900734242497,0.5783709148801305,0.94064261251124,3.0,4.0,5.0
D,발달상권,3120233,몽촌토성역,210030,446282,11710,송파구,11710562,방이2동,115003,3120233,909558,273164,0.3003260924536973,126724.0,131221.8,0.9657236831075325,423955,485601,215530,265810,144626,21543010863.0,141740.0,3303248.0,1051298.0,20491.821408392294,78864.75107627652,0.16648512871523138,0.6882089982167162,0.9322242231941229,4.0,5.0,2.0
D,발달상권,3120234,가락시장역,210499,443922,11710,송파구,11710620,가락본동,165196,3120234,1901966,587887,0.30909437918448596,250279.0,280282.0,0.8929542389450624,978975,922992,231516,375988,399444,37374408330.0,108156.0,3508010.0,2010122.0,18593.10446331118,63574.13640716668,0.14263832308871652,0.5294248162164834,0.9705657198919434,5.0,5.0,2.0
D,발달상권,3120235,문정역,210608,442903,11710,송파구,11710642,문정2동,333436,3120235,459006,125557,0.27354108660888965,53975.5,70211.2,0.7687591153548152,233916,225091,78832,119761,97801,54904551749.0,159796.0,3262318.0,618802.0,88727.17242187323,437287.8592909993,0.07162829810725987,0.6457301211748866,0.9807736718038544,3.0,5.0,1.0
D,발달상권,3120236,장지역(가든파이브),210906,442074,11710,송파구,11710642,문정2동,211338,3120236,202809,63209,0.3116676281624583,27302.0,29640.8,0.9210952470918464,98245,104564,27777,46418,39196,70226286067.0,7308.0,3435366.0,210117.0,334224.6751428966,1111017.1979781361,0.15543867573421355,0.5591024066979277,0.9688426056042878,2.0,5.0,2.0
D,발달상권,3120237,경찰병원역,210683,444197,11710,송파구,11710620,가락본동,198351,3120237,2569447,792122,0.3082850123003121,354878.5,371938.6,0.9541319454340045,1249197,1320251,314651,477359,485037,26642182257.0,162468.0,2886216.0,2731915.0,9752.200290638619,33633.93802596065,0.16662378555378904,0.4970123921606478,0.9723465788552945,5.0,5.0,2.0
D,발달상권,3120238,방이역,211087,445537,11710,송파구,11710561,방이1동,45610,3120238,297665,109140,0.3666537886550317,44746.0,41634.2,1.0747414385289018,134848,162817,30834,36060,44242,13756241770.0,22628.0,2768483.0,320293.0,42948.93041683708,126042.16391790361,0.24988884860457972,0.3733593133220231,0.906038667629718,2.0,5.0,5.0
D,발달상권,3120239,오금역,211154,444709,11710,송파구,11710620,가락본동,151650,3120239,1189082,351465,0.2955767558503114,157594.5,174778.6,0.9016807549665691,571928,617153,153504,216214,195434,8308577277.0,179088.0,3165958.0,1368170.0,6072.766744629688,23639.842593145833,0.13801835549681446,0.4752842949434942,0.9619664581584786,4.0,4.0,2.0
D,발달상권,3120240,개롱역,211903,444074,11710,송파구,11710632,가락2동,107416,3120240,1548520,480616,0.31037119313925554,222165.5,220838.0,1.0060111937257175,709116,839402,179770,214462,234459,24494825891.0,158712.0,3083382.0,1707232.0,14347.684375058574,50965.48157156649,0.18862719337384032,0.405994756283419,0.9158641799912174,5.0,5.0,3.0
D,발달상권,3120241,거여역,212871,443719,11710,송파구,11710532,거여2동,94954,3120241,641483,203206,0.316775347125333,94215.0,90611.0,1.0397744203242432,297187,344295,69754,93270,101207,24386361012.0,82804.0,2773795.0,724287.0,33669.47220093692,120008.0756080037,0.20597497640489706,0.4119064729696656,0.9265639151777989,3.0,5.0,4.0
D,발달상권,3120242,강동구청역,210844,447756,11740,강동구,11740640,성내1동,205710,3120242,1641208,484354,0.2951204234929393,214545.0,242423.2,0.8850019305083011,749194,892014,201657,283965,296436,17758204099.0,159484.0,2918420.0,1800692.0,9861.877599833842,36663.68833332645,0.13107302629908402,0.4765136411716248,0.9129787327383244,5.0,5.0,1.0
D,발달상권,3120246,길동역,212223,448561,11740,강동구,11740685,길동,242674,3120246,4448173,1336992,0.3005710434373843,627000.5,638834.2,0.981476101310794,2052821,2395350,705500,839819,763902,52233073758.0,265752.0,2848822.0,4713925.0,11080.59075144386,39067.60381363538,0.17293306658674817,0.5191392061414878,0.9229955759364575,5.0,5.0,2.0
D,발달상권,3120247,굽은다리역,212606,449599,11740,강동구,11740600,천호1동,94552,3120247,655535,213559,0.32577818118025736,96906.0,92344.4,1.0493976895188015,299128,356407,79713,96726,101821,20760528631.0,78176.0,2557262.0,733711.0,28295.239721089092,97212.1457349023,0.21522598451567504,0.4244777166741669,0.9126225144347746,4.0,5.0,4.0
D,발달상권,3120248,명일역,212758,450202,11740,강동구,11740530,명일1동,143099,3120248,1496656,465938,0.31131936797767823,221632.0,210678.0,1.051994038295408,664754,831902,146937,187504,273224,44969383132.0,99508.0,2784724.0,1596164.0,28173.41020847482,96513.66304529787,0.20758923610477015,0.40601514309233383,0.888319025881699,5.0,5.0,4.0
D,발달상권,3120249,고덕역,213696,450444,11740,강동구,11740540,명일2동,92407,3120249,555802,191380,0.34433125465543485,74451.0,81380.4,0.9148517333411977,268201,287602,55378,49991,83492,73194449364.0,56064.0,3954565.0,611866.0,119624.96586507504,382456.10494304524,0.17253944612973998,0.33979906513470626,0.9650936844415817,3.0,5.0,2.0
D,발달상권,3120187,신논현역,202235,445062,11680,강남구,11680521,논현1동,382392,3120187,3667658,1205699,0.32873812116615014,467641.0,546475.0,0.8557408847614255,1769882,1897776,951645,939176,724654,130812502185.0,231724.0,3167104.0,3899382.0,33546.98313348115,108495.1569048328,0.13953922660426027,0.7131185623086994,0.9651292459656816,5.0,5.0,2.0
D,발달상권,3120188,압구정역,202482,447331,11680,강남구,11680510,신사동,251746,3120188,2146629,641975,0.299061924533769,266746.0,322627.4,0.8267927646566906,939975,1206654,322481,402130,442875,158257517313.0,54508.0,3837465.0,2201137.0,71898.07690888846,246516.6358705557,0.11015426058293763,0.54386948093965,0.8757684723349959,5.0,5.0,1.0
D,발달상권,3120189,강남역,202454,444235,11650,서초구,11650520,서초2동,617547,3120189,7866923,2521295,0.32049315850682664,866922.0,1226616.2,0.7067589682901628,3898872,3968051,2145506,2022601,1501808,419676480385.0,273688.0,4456944.0,8140611.0,51553.437498119,166452.74764952136,0.0749994824201611,0.7207284220272653,0.9912063458610183,5.0,5.0,1.0
D,발달상권,3120243,천호역,210998,448898,11740,강동구,11740610,천호2동,215270,3120243,1520273,477381,0.31401004951084444,230363.5,211909.2,1.087085883954071,705691,814581,275814,309462,237823,85116479871.0,170328.0,3375051.0,1690601.0,50346.876566972336,178298.84279223514,0.22324038328813503,0.541415258969935,0.9283747063849717,5.0,5.0,5.0
D,발달상권,3120244,암사역,211298,450214,11740,강동구,11740580,암사2동,80605,3120244,719417,227052,0.31560555282958286,110226.5,99793.0,1.1045514214423857,340791,378625,90759,123554,120949,28084342122.0,94904.0,2526789.0,814321.0,34488.04847474153,123691.23426351673,0.231183900274704,0.46601901261716083,0.9474101946437185,4.0,5.0,5.0
D,발달상권,3120245,둔촌역,211926,447436,11740,강동구,11740660,성내3동,165420,3120245,1394136,426147,0.3056710392673312,204135.0,197173.2,1.0353080438923747,675527,718610,167808,209151,239606,46988465092.0,116648.0,2941016.0,1510784.0,31102.04045846395,110263.51257195287,0.1975258411173486,0.4422559922417899,0.9690969891029283,5.0,5.0,3.0
D,발달상권,3120229,방이동먹자골목,209657,446106,11710,송파구,11710562,방이2동,146694,3120229,1745362,637701,0.36536890341373307,253734.0,247578.8,1.0248615794244096,897828,847534,471156,448506,303932,63969661056.0,121636.0,2988201.0,1866998.0,34263.3795301334,100312.93828298843,0.2291659738180037,0.7010545663306523,0.971184201329008,5.0,5.0,5.0
D,발달상권,3120230,송파사거리(송파역),209754,444634,11710,송파구,11710600,석촌동,102341,3120230,631922,202762,0.32086554986216653,88761.0,90879.8,0.976685688128715,293012,338907,87433,122712,105866,20930387285.0,67096.0,2875885.0,699018.0,29942.558396207252,103226.38011560352,0.18319360516878594,0.5000791236893161,0.9273723655767643,3.0,5.0,3.0
D,발달상권,3120231,가락시장,209881,443794,11710,송파구,11710631,가락1동,615953,3120231,31015,9240,0.2979203611155892,4331.0,4470.4,0.9688171080887618,15270,15744,2909,5784,6141,426102972445.0,,,31015.0,13738609.46138965,46115040.307900436,0.16627905990485825,0.47828470095115266,0.9847170723843301,1.0,5.0,2.0
D,발달상권,3120199,경복아파트교차로,203449,445392,11680,강남구,11680640,역삼1동,112742,3120199,551744,148553,0.2692426197656884,63565.0,84923.0,0.7485015837876665,279983,271761,105977,155349,125694,12752563194.0,36136.0,3030210.0,587880.0,21692.45967544397,85845.20806715448,0.060946205374479645,0.7014484978540773,0.9850981614661872,3.0,5.0,1.0
D,발달상권,3120200,학동사거리,203460,447067,11680,강남구,11680565,청담동,266597,3120200,1225888,363956,0.2968917225717194,149575.5,185347.4,0.8070007995796002,558749,667139,256642,332850,275562,120539087814.0,43820.0,3402858.0,1269708.0,94934.49502877827,331191.3742705162,0.10093535337487174,0.7056550027408703,0.9115824610404866,4.0,5.0,1.0
D,발달상권,3120201,도곡1동,203531,443680,11680,강남구,11680640,역삼1동,169293,3120201,1092272,301936,0.27642931430998874,135238.0,164359.2,0.8228197752240215,537817,554455,167296,214725,224550,19732089525.0,80924.0,3463488.0,1173196.0,16819.090352336694,65351.89419280907,0.09498549867560183,0.5553296248553474,0.9847675304319803,4.0,5.0,1.0
D,발달상권,3120202,압구정로데오역(압구정로데오),203548,447476,11680,강남구,11680545,압구정동,265702,3120202,1983967,651910,0.3285891347991171,267507.5,289790.4,0.9231068385978278,896268,1087698,450215,476996,411830,123344460932.0,79848.0,4378212.0,2063815.0,59765.27010996625,189204.7382798239,0.1663962163186014,0.6749310850432492,0.903511499939263,5.0,5.0,2.0
D,발달상권,3120203,강남구청역,203597,446308,11680,강남구,11680531,논현2동,173252,3120203,1757281,511297,0.2909591579263647,186283.0,276943.0,0.6726402183842884,878391,878890,308149,440138,386793,54674046223.0,62980.0,3950137.0,1820261.0,30036.37732336187,106932.06927284924,0.04363158210953416,0.6459297061767583,0.9997160385846089,5.0,5.0,1.0
D,발달상권,3120204,르네상스호텔사거리,203786,444848,11680,강남구,11680640,역삼1동,160960,3120204,2021521,535365,0.2648327670105826,180832.5,331971.0,0.5447237861138473,1014057,1007464,392050,527454,432160,16409348109.0,71312.0,3950805.0,2092833.0,7840.734597074874,30650.767437169034,-0.023210825348111502,0.6686371301609036,0.9967385943554383,5.0,5.0,1.0
D,발달상권,3120205,매봉역,203882,442769,11680,강남구,11680656,도곡2동,122443,3120205,568990,158035,0.27774653333099,62042.5,88981.0,0.6972555938908306,285224,283766,82244,115224,112220,26305999478.0,48140.0,3506683.0,617130.0,42626.350166091426,166456.79424178187,0.045550157554926224,0.5442767008207525,0.9974375648078173,3.0,5.0,1.0
D,발달상권,3120206,개나리아파트,203905,444200,11680,강남구,11680650,역삼2동,148412,3120206,1178806,307093,0.2605119078118028,141311.0,179236.4,0.7884057033058017,549529,629277,172359,227688,252508,13746268745.0,171960.0,3882226.0,1350766.0,10176.646987709197,44762.55969689964,0.07166942600940233,0.5535728525304419,0.9323484950025704,4.0,5.0,1.0
D,발달상권,3120207,선정릉역,204022,445778,11680,강남구,11680590,삼성2동,323475,3120207,1942286,524204,0.2698902221403027,228044.5,297239.0,0.767209215479799,957317,984968,324001,441938,418776,32735929527.0,293392.0,3669932.0,2235678.0,14642.506446366606,62448.835810104465,0.06881781947610124,0.609959089444088,0.985763682588455,5.0,5.0,1.0
D,발달상권,3120190,강남을지병원,202498,446725,11680,강남구,11680545,압구정동,295195,3120190,1444706,394102,0.27279045009849756,161394.5,224383.6,0.719279394750775,704088,740617,265095,372043,324595,61211531915.0,101396.0,3360098.0,1546102.0,39590.875579360225,155319.00856884767,0.051386027959408526,0.6656946119141196,0.9747152707886587,5.0,5.0,1.0
D,발달상권,3120191,학동역,202659,446009,11680,강남구,11680521,논현1동,366287,3120191,2278240,614953,0.26992459091228316,261495.0,351050.4,0.7448930409992411,1102214,1176026,438764,574036,483637,52842244945.0,195400.0,3300184.0,2473640.0,21362.140386232433,85928.91642938566,0.05991197094706632,0.6568390511974156,0.9676013062715079,5.0,5.0,1.0
D,발달상권,3120192,뱅뱅사거리,202785,443423,11680,강남구,11680640,역삼1동,317600,3120192,2176538,591027,0.2715445354043899,236856.5,340565.0,0.6954810388618913,1100906,1075632,384831,562882,478471,65938464617.0,287340.0,4243697.0,2463878.0,26762.065579951606,111565.9092004257,0.041119136787390445,0.6552534345828099,0.9883879812803635,5.0,5.0,1.0
D,발달상권,3120193,도산공원교차로,202968,446898,11680,강남구,11680545,압구정동,185023,3120193,800152,224053,0.280013047520971,87589.5,124994.8,0.7007451509982815,383635,416517,147420,202861,186336,45337577018.0,49880.0,3265276.0,850032.0,53336.31794803019,202352.01946860788,0.048305888911895176,0.6706438276727422,0.9589053079914817,4.0,5.0,1.0
D,발달상권,3120194,언주역(차병원),203009,445326,11680,강남구,11680531,논현2동,242446,3120194,1849013,487749,0.2637888430205737,207023.5,286993.0,0.7213538309296742,928647,920366,374608,543336,410388,42189799686.0,112644.0,3258234.0,1961657.0,21507.225618953773,86498.99781649988,0.04681483818421389,0.7184005737114882,0.9955213943871677,5.0,5.0,1.0
D,발달상권,3120195,성수대교남단,203046,447576,11680,강남구,11680545,압구정동,126830,3120195,795848,258410,0.3246976809642042,105353.5,117028.2,0.9002402839657451,358475,437375,166765,177624,161077,69551938478.0,19348.0,3256289.0,815196.0,85319.28331100741,269153.4324445648,0.15491472216482055,0.6351288185683699,0.9008604658175933,4.0,5.0,2.0
